company,type_name,os,gpu_company,cpu_model,screen_type,touchscreen,ips_panel,ppi,ssd,hdd,flash_storage,hybrid,ram,weight,cpu_freq,price
HP,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,165.6321180513006,128,0,0,0,4,1.49,2.4,10.553440134508799
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,16,1.93,2.8,11.313412987403591
Dell,Netbook,Other/Linux/No,Intel,Intel Other,Standard,0,0,135.0942111925629,0,0,16,0,4,1.26,1.6,9.662625450728237
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,16,3.4999999999999996,2.7,11.737316238179753
HP,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,1024,0,0,16,3.4999999999999996,2.8,11.28745420664684
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,157.3505121487356,256,0,0,0,12,1.4,2.6,11.397941009632284
Lenovo,Notebook,Windows,Intel,Intel Core i7,Standard,1,0,100.45466986113651,0,1024,0,0,12,2.2,1.8,10.387424905016408
Asus,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,1,127.33567457123111,128,1024,0,0,8,2.73,2.5,11.454310697043645
Asus,2 in 1 Convertible,Windows,Intel,Intel Core i5,Standard,1,0,100.45466986113651,0,1024,0,0,8,2.2,2.5,10.580886376127934
Lenovo,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,512,0,0,0,12,2.2,3.6,10.830995139615448
Dell,2 in 1 Convertible,Windows,Intel,Intel Other,Standard,1,0,135.0942111925629,128,0,0,0,4,1.39,1.0,10.37751432806502
Samsung,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,16,2.5,2.8,11.413370287900637
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i3,Full HD,0,0,127.33567457123111,0,500,0,0,4,2.8,2.0,10.246580679751457
Lenovo,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.29,2.3,10.10467175249591
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,165.6321180513006,512,0,0,0,8,1.37,2.7,11.588895274257608
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.7,2.5,11.271312397372357
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,176.23257360658386,256,0,0,0,8,1.34,2.5,11.396155665816323
Dell,Workstation,Windows,Nvidia,Intel Core i7,Full HD,1,0,141.21199808219862,256,0,0,0,8,2.06,2.8,11.450347686985502
HP,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.84,2.7,11.081357625521404
HP,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,2.1,2.4,10.480606407035951
Acer,Notebook,Windows,Intel,Intel Other,Full HD,0,0,157.3505121487356,0,0,32,0,4,1.6,1.1,9.77166897791528
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,16,3.4999999999999996,2.7,11.671329941704036
Dell,Notebook,Other/Linux/No,AMD,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.0,10.117630721653038
MSI,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,0,0,202.37276851499232,256,2048,0,0,16,1.8,2.8,11.715801000711933
Toshiba,Notebook,Windows,Intel,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.2,2.5,11.219091173033249
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,6,2.4,2.5,10.310651217279874
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,141.21199808219862,256,0,0,0,8,2.0,2.8,11.144929536976539
Acer,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,128,0,4,1.6,1.6,9.830701782810475
Lenovo,Notebook,Windows,Nvidia,Intel Other,Ultra HD,0,1,202.37276851499232,1024,0,0,0,32,2.5,3.1,12.472352311721519
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,16,2.59,2.6,10.754386065643232
Dell,Notebook,Other/Linux/No,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.0,10.07120295694072
Dell,Notebook,Other/Linux/No,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.25,2.0,9.858960787152654
Dell,Notebook,Other/Linux/No,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,1.93,2.6,10.742918838113225
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,3.0,2.8,11.03862461588661
Dell,Notebook,Other/Linux/No,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,128,0,0,0,4,2.18,2.5,10.31946389026994
HP,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,512,0,0,0,8,1.84,2.7,11.211914962307114
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,1024,0,0,16,2.94,2.8,11.702164705984263
Acer,2 in 1 Convertible,Other/Linux/No,Intel,Intel Other,Standard,1,1,135.0942111925629,0,0,32,0,4,1.25,1.6,9.913140809564267
HP,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,111.93520355955211,256,0,0,0,8,2.31,2.6,11.00023143014421
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.65,2.3,11.265181796787786
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.2,1.6,10.629730960585263
Fujitsu,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,256,0,0,0,8,2.2,2.5,10.658952039160935
HP,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,1.88,2.3,10.81291478438888
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.2,2.7,10.776870783399007
Mediacom,Notebook,Windows,Intel,Intel Other,Full HD,0,0,157.3505121487356,0,0,32,0,2,1.4,1.44,9.452109387413557
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,128,0,0,0,4,2.2,2.5,10.124067821447174
Asus,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,0,1024,0,0,6,1.5,2.5,10.435497201969248
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.0,2.8,11.482167243713192
Asus,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,512,0,0,0,16,1.1,2.7,11.525180069637228
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,1024,0,0,16,2.62,2.8,11.274693656234545
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,4,1.8,1.6,10.695801104590572
Lenovo,Notebook,Windows,Nvidia,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.2,2.0,10.336892029333534
Asus,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.0,1.1,9.964582651895938
Asus,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,1.99,2.5,10.785311055528036
Dell,Ultrabook,Windows,Intel,Intel Core i5,Quad HD+,1,0,202.37276851499232,256,0,0,0,8,1.23,1.6,11.508726662322895
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,2,1.42,1.6,9.493110400066943
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,165.6321180513006,256,0,0,0,8,1.37,2.7,11.447170203904761
Dell,Notebook,Windows,Nvidia,Intel Core i7,Ultra HD,1,0,202.37276851499232,1024,0,0,0,16,2.06,2.8,11.758378303204273
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.5,2.8,10.986800060859236
HP,Notebook,Windows,AMD,AMD,Standard,0,0,107.98564559226952,0,1024,0,0,8,2.6,3.0,10.231171283124262
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,157.3505121487356,512,0,0,0,16,1.14,2.7,11.77941199046351
Asus,Gaming,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,0,1024,0,0,8,2.5,2.8,11.039475905320193
Acer,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,2.4,2.0,10.08485031650177
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,4,1.43,1.6,9.588776807696428
Acer,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.8,2.5,10.798861036154895
Razer,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,157.3505121487356,256,0,0,0,16,1.95,2.8,11.838452304395359
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.2,2.3,11.076433978256942
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,176.23257360658386,256,0,0,0,8,1.36,2.7,11.343287134928612
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,512,0,0,0,32,3.4999999999999996,2.7,11.912587098784716
Acer,Gaming,Other/Linux/No,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.4,2.5,10.53945573080889
Dell,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.2,1.6,11.25482808439249
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.2,2.8,11.058795184880783
HP,Notebook,Other/Linux/No,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,1.86,2.0,9.875242387095826
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,141.21199808219862,0,500,0,0,8,2.0,2.5,10.94537074695815
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.2,1.8,10.798861036154895
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,2048,0,0,16,2.2,1.8,11.009968799582932
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,128,1024,0,0,8,3.31,2.6,11.062316536692785
Dell,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,0,1,202.37276851499232,512,1024,0,0,32,3.4999999999999996,2.8,12.02989020573558
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.56,2.4,11.08953057469608
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,500,0,0,4,2.2,1.1,10.0134624057447
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.2,2.3,10.257869870414977
HP,Notebook,Windows,AMD,Intel Core i3,Standard,0,0,141.21199808219862,0,1024,0,0,6,2.04,2.0,10.265314203614462
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.7,2.8,11.279933577601204
Toshiba,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,128,0,0,0,4,2.1,2.1,10.186182208476863
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.06,2.5,10.83728415853995
HP,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.1,2.7,10.588980514159214
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.0,2.5,11.112850802271053
Acer,Notebook,Other/Linux/No,Intel,Intel Core i3,Standard,0,0,100.45466986113651,128,0,0,0,4,2.1,2.0,9.996613530525611
Microsoft,Ultrabook,Windows,Intel,Intel Core i7,Standard,1,0,200.84255993695703,256,0,0,0,8,1.252,2.8,11.508113907973007
Lenovo,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,8,1.9,2.5,10.682376554540992
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,1,165.6321180513006,256,0,0,0,8,1.3,2.5,10.916777945328233
Lenovo,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,128,0,0,0,4,2.2,2.2,9.830701782810475
HP,2 in 1 Convertible,Windows,Nvidia,Intel Core i3,Full HD,1,1,157.3505121487356,128,0,0,0,4,1.63,2.4,10.52524613700842
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,1024,0,0,16,2.4,2.8,11.141064364275842
Asus,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.1,2.5,11.009968799582932
HP,2 in 1 Convertible,Other/Linux/No,Intel,Intel Other,Standard,1,0,135.0942111925629,0,0,64,0,8,1.4,1.1,10.180171870778368
LG,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,141.21199808219862,512,0,0,0,8,1.09,1.8,11.715801000711933
Acer,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,16,2.5,2.5,11.144929536976539
MSI,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.2,2.5,10.88123079872325
Asus,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,128,0,0,0,4,1.86,1.1,10.0134624057447
Dell,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,16,3.21,2.5,11.6016503730266
HP,Notebook,Windows,AMD,Intel Core i3,Full HD,0,1,127.33567457123111,256,0,0,0,4,2.5,2.0,10.52524613700842
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,165.6321180513006,512,0,0,0,8,1.19,1.8,11.288130550906788
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,1024,0,0,16,3.49,2.9,11.917843756935026
HP,Notebook,Windows,AMD,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,1.86,2.5,10.393324445863634
Dell,Notebook,Windows,AMD,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.2,2.0,10.27759958298627
HP,Notebook,Windows,AMD,AMD,Full HD,0,1,127.33567457123111,0,2048,0,0,6,2.65,2.4,10.31946389026994
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,500,0,0,4,2.1,1.6,9.737669067841187
Acer,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,4,1.45,1.6,9.902537101000133
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,4,1.7,2.5,10.52524613700842
HP,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,0,500,0,0,8,3.14,2.8,11.52937935424191
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Standard,1,0,202.37276851499232,256,0,0,0,8,1.42,2.7,11.834979978212008
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.5,2.5,10.855955910528872
Acer,Netbook,Windows,Intel,Intel Other,Standard,0,0,135.0942111925629,0,0,32,0,4,1.4,1.6,9.570319849923216
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,0,157.3505121487356,512,0,0,0,16,1.38,2.7,11.442374237019193
Asus,2 in 1 Convertible,Other/Linux/No,Intel,Intel Other,Full HD,1,0,176.23257360658386,0,0,64,0,4,1.2,0.9,10.48136416355173
Toshiba,Ultrabook,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,512,0,0,0,16,1.36,2.5,11.5130054617704
HP,Notebook,Windows,AMD,Intel Core i7,Full HD,0,1,141.21199808219862,0,500,0,0,4,2.1,2.7,10.510831716653778
Dell,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.56,2.5,10.683660693312701
Lenovo,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,256,0,0,0,4,2.2,2.9,9.964582651895938
Lenovo,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.2,3.6,10.037056444457543
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.1,2.5,10.407651033428568
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,1.9,2.0,10.08485031650177
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.18,2.5,10.653936192260108
Acer,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,1,165.6321180513006,256,0,0,0,8,1.6,1.6,10.882339852663634
Lenovo,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,512,0,0,0,16,2.18,2.5,11.50120707201603
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.8,2.3,11.058117790146436
HP,Notebook,Windows,AMD,AMD,Full HD,0,1,127.33567457123111,0,2048,0,0,6,2.71,2.5,10.460242108190519
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.5,2.8,11.105678770779633
Dell,Notebook,Other/Linux/No,Nvidia,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.64,2.8,10.96859476264684
Dell,Notebook,Other/Linux/No,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,1.98,2.5,10.563129654538676
Asus,Notebook,Windows,Intel,Intel Other,Full HD,0,0,157.3505121487356,0,0,32,0,4,1.5,1.1,9.672689782285058
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,512,0,0,0,16,1.93,2.6,11.238659657272214
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.87,2.5,10.729109317495446
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.9,2.6,11.047996935591241
Lenovo,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,0,500,0,0,4,2.19,2.0,9.672689782285058
Mediacom,Notebook,Windows,Intel,Intel Other,Full HD,0,1,161.72539083525606,0,32,0,0,4,1.4,1.92,9.555347511047232
HP,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,0,0,0,8,2.63,2.7,11.065653502526553
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Quad HD+,0,1,202.37276851499232,512,0,0,0,8,1.17,2.5,11.406063823186136
HP,2 in 1 Convertible,Windows,Intel,Intel Core i5,Standard,1,1,117.82653006268643,256,0,0,0,8,1.58,2.5,10.704928442731342
Lenovo,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.32,2.5,11.288130550906788
Dell,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,0,0,202.37276851499232,1024,1024,0,0,32,3.4999999999999996,2.8,12.180621495322871
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.7,2.8,11.182308055350786
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,4,1.9,2.5,10.169805529234134
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.2,1.6,10.553440134508799
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i3,Full HD,1,0,165.6321180513006,0,1024,0,0,4,1.71,2.4,10.451030759237282
Dell,Notebook,Other/Linux/No,AMD,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.32,2.5,10.354913429020494
HP,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.1,3.0,10.167964967343314
Acer,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,128,1024,0,0,16,3.4999999999999996,2.6,11.5434352711748
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,12,2.25,2.5,10.451030759237282
HP,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,128,1024,0,0,6,2.1,3.0,10.452562263733816
Acer,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,2.4,2.5,10.301760190062788
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.44,2.5,10.842517771379773
Lenovo,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,4,1.85,2.7,10.633593274081605
HP,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,16,2.6,2.8,11.766675812877338
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,0,1024,0,0,8,1.55,1.6,10.466326711254153
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,1024,0,0,16,1.8,2.8,11.622631525058285
Acer,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,2.4,2.0,9.993693820422276
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.0,2.7,11.071470419128909
Dell,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,256,0,0,0,8,2.0,2.0,10.475370645603034
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,1,1,157.3505121487356,256,0,0,0,8,1.25,2.5,11.311861358798899
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,157.3505121487356,256,0,0,0,8,1.7,2.5,10.882339852663634
Lenovo,Workstation,Windows,Nvidia,Intel Core i7,Ultra HD,0,1,202.37276851499232,1024,0,0,0,16,2.5,2.8,12.076942979648212
Acer,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,2,1.68,1.6,9.77468780514454
Samsung,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,165.6321180513006,256,0,0,0,16,0.81,2.7,11.38349991752977
HP,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.86,2.0,10.265314203614462
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,111.93520355955211,256,0,0,0,8,1.6,2.5,11.002633032365896
HP,Workstation,Windows,Nvidia,Intel Other,Full HD,0,1,127.33567457123111,256,0,0,0,16,3.0,2.9,12.362422334335374
Lenovo,Netbook,Windows,Intel,Intel Other,Standard,1,0,135.0942111925629,128,0,0,0,4,1.4,1.6,10.138915342683557
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.84,2.4,11.525180069637228
Asus,Notebook,Other/Linux/No,Nvidia,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.45,2.3,10.336892029333534
Lenovo,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,180,0,0,0,4,1.7,2.3,10.975002673319871
Asus,Notebook,Windows,Intel,Intel Core i7,Standard,0,0,100.45466986113651,256,0,0,0,4,2.37,2.7,10.720709048198
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i5,Quad HD+,1,1,202.37276851499232,256,0,0,0,8,1.3,1.8,11.0648242177762
HP,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.2,2.5,10.977738840291302
HP,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.59,2.6,11.32865400835664
Dell,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,0,1,202.37276851499232,256,1024,0,0,16,3.4999999999999996,2.8,11.937284290709272
Acer,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,256,0,0,0,4,2.1,2.5,10.370862730428172
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.5,2.8,10.930209920175912
Dell,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,176.23257360658386,256,0,0,0,16,1.18,2.8,11.503369956164576
Google,Ultrabook,Other/Linux/No,Intel,Intel Core i5,Standard,1,0,202.37276851499232,256,0,0,0,8,1.1,1.2,11.327378712820579
Asus,Ultrabook,Windows,Intel,Intel Core i5,Quad HD+,0,1,202.37276851499232,256,0,0,0,8,1.2,2.5,11.004663219607398
Dell,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,117.82653006268643,0,500,0,0,4,1.65,2.0,10.719648508991218
Acer,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,117.82653006268643,128,0,0,0,4,1.6,2.3,10.460213454484876
Asus,Notebook,Windows,Nvidia,Intel Other,Standard,0,0,90.58340172449303,0,1024,0,0,4,2.8,1.1,10.129068131883756
Dell,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,1,1,202.37276851499232,128,1024,0,0,16,2.72,2.6,10.977738840291302
Samsung,Ultrabook,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,256,0,0,0,8,1.31,2.7,11.35270976335849
Acer,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.1,1.1,9.672689782285058
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,16,2.3,2.7,11.049921282344737
Samsung,2 in 1 Convertible,Windows,AMD,Intel Core i7,Full HD,1,0,146.86047800548656,256,0,0,0,16,1.71,2.7,11.47056061419246
Toshiba,Notebook,Windows,Intel,Intel Core i5,Standard,0,1,111.93520355955211,128,0,0,0,4,1.75,2.3,10.903144693233813
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.62,2.8,10.977738840291302
HP,Ultrabook,Windows,Intel,Intel Core i5,Standard,0,0,125.36742798669837,256,0,0,0,4,1.26,2.3,11.101658558934227
Asus,2 in 1 Convertible,Windows,Nvidia,Intel Core i7,Full HD,1,0,141.21199808219862,0,2048,0,0,12,2.3,2.7,10.70779589244357
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Ultra HD,0,0,202.37276851499232,512,0,0,0,16,2.5,2.7,11.746217347336254
Acer,Notebook,Windows,Intel,Intel Core i3,Full HD,0,1,157.3505121487356,128,0,0,0,4,1.8,2.4,10.430786738995007
Razer,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,157.3505121487356,512,0,0,0,16,1.95,2.8,11.947690442123255
