company,type_name,os,gpu_company,cpu_model,screen_type,touchscreen,ips_panel,ppi,ssd,hdd,flash_storage,hybrid,ram,weight,cpu_freq,price
Acer,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.12,1.2,10.872275853368038
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.8,1.8,10.964917050076522
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Standard,1,0,202.37276851499232,1024,0,0,0,16,1.42,2.7,11.92147913189974
Vero,Notebook,Windows,Intel,Intel Other,Full HD,0,1,157.3505121487356,0,0,32,0,4,1.3,1.1,9.536329278582551
Xiaomi,Ultrabook,Other/Linux/No,Nvidia,Intel Core i5,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.3,2.5,10.883241227320921
Lenovo,Notebook,Other/Linux/No,Nvidia,Intel Core i5,Standard,0,0,106.11306214269258,256,0,0,0,8,2.8,1.6,10.523795186919116
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,165.6321180513006,0,1024,0,0,8,1.62,1.8,10.70779589244357
HP,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,1,127.33567457123111,0,1024,0,0,8,2.5,1.6,10.793413774978955
Razer,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,1,0,202.37276851499232,1024,0,0,0,32,3.49,2.9,12.691445067531166
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,512,0,0,0,8,1.49,1.6,10.841481066053516
HP,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,1024,0,0,16,3.35,2.8,11.204686881123047
HP,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,0,0,0,8,2.5,1.8,10.927358335076908
Dell,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,0,1,202.37276851499232,512,1024,0,0,16,2.65,2.8,11.495809824489507
Lenovo,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,128,0,0,0,4,2.1,2.3,10.176106747310863
Acer,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.23,2.7,10.584941634505027
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,512,1024,0,0,16,3.2,2.8,11.442374237019193
Dell,Workstation,Windows,Nvidia,Intel Other,Ultra HD,0,0,202.37276851499232,256,1024,0,0,16,2.8,3.0,12.000099584004934
Lenovo,Gaming,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,512,0,0,0,16,2.4,2.8,11.218366467245488
Dell,Notebook,Windows,Intel,Intel Core i3,Standard,1,0,100.45466986113651,0,1024,0,0,6,2.3,2.4,10.06010661197771
Dell,Ultrabook,Windows,Intel,Intel Core i7,Ultra HD,1,1,202.37276851499232,256,0,0,0,8,1.21,1.8,11.550645051997243
Dell,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.2,1.8,11.254206548142099
Lenovo,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,256,0,0,0,8,2.2,2.5,10.367504547593908
Acer,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.4,2.8,10.633593274081605
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,2.9,2.8,11.224789956398492
HP,Notebook,Other/Linux/No,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.1,2.0,9.830701782810475
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.2,2.5,10.283703226390841
Huawei,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,199.69207064108247,512,0,0,0,8,1.05,2.7,11.288130550906788
Dell,Ultrabook,Windows,AMD,Intel Core i7,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.4,1.8,10.812793950635838
Lenovo,Notebook,Other/Linux/No,Nvidia,Intel Core i5,Standard,0,0,106.11306214269258,0,1024,0,0,8,2.8,2.5,10.354021624011871
HP,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.63,1.8,10.913869539809824
Dell,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.6,1.6,11.022229212499404
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,512,0,0,0,16,1.62,1.8,11.129407741344888
Dell,Notebook,Other/Linux/No,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.2,1.6,10.493771097636834
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.74,1.6,10.776870783399007
Toshiba,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.2,2.5,11.193023185211509
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.1,1.6,10.652660561358601
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,1024,0,0,16,3.4999999999999996,2.8,11.781997948172839
Acer,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.2,2.7,10.6994169277391
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,1,0,141.21199808219862,0,1024,0,0,16,2.3,2.7,10.731362285036713
Asus,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.0,2.5,10.620668592170619
Asus,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,127.33567457123111,256,500,0,0,8,2.69,2.5,10.767916407357609
HP,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,1.9,2.7,11.121555551234609
Asus,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.37,2.4,9.964535614101061
HP,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,0,500,0,0,4,2.1,1.5,9.77468780514454
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,1024,0,0,16,3.2,2.8,11.288130550906788
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.6,2.5,10.731362285036713
Acer,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,1,165.6321180513006,256,0,0,0,8,1.6,2.3,10.510831716653778
Dell,Notebook,Other/Linux/No,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,16,2.36,2.7,10.776870783399007
Acer,Notebook,Other/Linux/No,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.1,2.0,9.941746264653219
Asus,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,128,1024,0,0,4,2.2,2.5,10.329963707833757
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,512,1024,0,0,32,3.4999999999999996,2.9,12.241729322738209
Acer,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.5,2.5,10.71610523307224
Lenovo,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,128,0,0,0,8,2.2,2.0,10.354021624011871
Asus,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.1,1.8,11.018743890670061
Asus,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.69,2.7,10.765681062689998
Dell,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.56,2.5,10.754364713861957
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,158.48253022174808,256,0,0,0,8,1.38,2.7,10.959366298617336
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,128,2048,0,0,8,2.2,1.8,10.86822553264791
HP,Notebook,Windows,Intel,Intel Core i5,Standard,1,0,100.45466986113651,0,1024,0,0,8,2.04,2.5,10.301760190062788
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,0,0,0,16,3.4999999999999996,2.9,11.981603215627292
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,165.6321180513006,0,500,0,0,4,1.49,1.6,10.490301522301456
Apple,Ultrabook,Mac,Intel,Intel Core i5,Standard,0,1,202.37276851499232,512,0,0,0,8,1.37,3.1,11.596273473344787
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,141.21199808219862,0,1024,0,0,8,2.08,1.8,10.683660693312701
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,3.4999999999999996,2.8,11.47056061419246
Asus,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,0,1024,0,0,4,1.68,3.0,10.126191007021934
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,158.48253022174808,512,0,0,0,8,1.37,1.8,11.497974250517016
Acer,Notebook,Windows,Nvidia,Intel Core i3,Full HD,0,1,127.33567457123111,256,0,0,0,4,3.0,2.7,10.529532929555337
Dell,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.41,1.6,10.830995139615448
HP,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,128,0,0,0,8,1.91,2.5,10.075716685048787
HP,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,0,1024,0,0,16,2.9,1.8,10.940667601685737
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,512,1024,0,0,16,3.4999999999999996,2.8,11.799216570475869
Lenovo,2 in 1 Convertible,Windows,Nvidia,Intel Core i7,Full HD,1,1,141.21199808219862,512,0,0,0,8,2.0,2.8,11.413370287900637
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.8,1.8,11.016117795639095
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,256,0,0,0,4,2.2,2.0,10.071414333212408
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,141.21199808219862,0,500,0,0,4,2.1,1.6,10.557608001127225
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.18,2.5,10.463274754350781
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.24,2.5,10.312413332273273
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,141.21199808219862,256,0,0,0,8,2.67,1.6,10.658952039160935
Asus,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,512,0,0,0,8,1.1,1.8,11.288130550906788
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.2,2.5,10.121940118362215
HP,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,0,1024,0,0,8,2.5,1.8,10.901173922614277
Lenovo,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.05,1.8,10.755495730510303
Apple,Ultrabook,Mac,Intel,Intel Core i5,Standard,0,1,202.37276851499232,512,0,0,0,8,1.37,2.9,11.555707138065504
Asus,Gaming,Windows,AMD,AMD,Full HD,0,0,127.33567457123111,256,1024,0,0,16,3.2,3.0,11.32094137590512
Dell,Notebook,Other/Linux/No,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.14,1.8,10.575564302476781
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Standard,1,0,202.37276851499232,512,0,0,0,16,1.36,2.6,11.799216570475869
Toshiba,Notebook,Windows,Nvidia,Intel Core i7,Standard,0,0,100.45466986113651,0,500,0,0,8,2.2,2.5,10.675076159402636
Dell,Notebook,Windows,Intel,Intel Core i7,Standard,0,0,100.45466986113651,0,1024,0,0,12,2.3,2.7,10.545157211213365
Dell,Notebook,Other/Linux/No,AMD,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.8,1.8,10.977738840291302
Acer,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,0,1024,0,0,8,2.2,1.8,10.588980514159214
Lenovo,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,106.11306214269258,0,1024,0,0,4,2.8,2.0,10.167964967343314
Lenovo,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,0,2048,0,0,8,2.8,1.8,10.719648508991218
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Standard,0,0,106.11306214269258,128,1024,0,0,6,2.8,2.7,10.731362285036713
Dell,Notebook,Other/Linux/No,AMD,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.25,2.0,10.034735089145801
Lenovo,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.5,2.5,10.695801104590572
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,6,2.2,2.5,10.336892029333534
Acer,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,8,3.0,1.8,10.833089298469956
Acer,Notebook,Windows,Intel,Intel Core i7,Full HD,1,1,141.21199808219862,0,1024,0,0,12,2.15,2.7,10.466326711254153
Lenovo,Notebook,Windows,Intel,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,8,1.95,2.7,10.975909858113997
Asus,Ultrabook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.7,2.5,10.86007534117482
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,1024,0,0,16,2.5,2.8,11.047996935591241
Lenovo,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.2,2.7,10.466326711254153
Acer,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,16,0,0,0,2,2.19,1.5,9.268986567408916
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,0,1024,0,0,8,3.0,2.8,11.054755540430035
HP,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,106.11306214269258,0,1024,0,0,8,2.54,2.0,10.167964967343314
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.0,2.8,11.487094704935707
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.05,1.6,10.580886376127934
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,0,1024,0,0,8,3.2,2.8,11.144929536976539
Acer,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.5,2.8,10.862109539423722
Dell,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,0,0,0,16,3.42,2.9,11.942796965849992
Lenovo,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,0,1024,0,0,6,2.4,2.4,10.188215265161473
Asus,Ultrabook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,512,0,0,0,16,1.63,2.7,11.267229509185507
Asus,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,111.93520355955211,128,0,0,0,4,1.3,2.4,10.208063614530875
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,2.9,2.8,11.635682775051302
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Standard,0,0,106.11306214269258,0,1024,0,0,6,2.8,2.5,10.451030759237282
Lenovo,Notebook,Other/Linux/No,Nvidia,Intel Core i5,Standard,0,0,100.45466986113651,0,2048,0,0,8,2.2,2.5,10.283703226390841
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.5,2.8,11.118400296900399
Lenovo,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.2,1.1,9.861675484721689
HP,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,256,0,0,0,16,1.28,2.8,11.563894206696261
Toshiba,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.2,2.5,10.925434756268752
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.3,2.5,10.683660693312701
HP,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,1.86,2.0,10.126191007021934
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.1,2.5,10.882339852663634
Dell,Ultrabook,Windows,Intel,Intel Core i7,Ultra HD,1,1,202.37276851499232,1024,0,0,0,16,1.21,1.8,11.799216570475869
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,1024,0,0,16,2.8,2.8,11.624788791448928
Acer,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.23,2.2,10.126191007021934
Asus,2 in 1 Convertible,Windows,Intel,Intel Other,Standard,1,0,135.0942111925629,0,0,32,0,2,1.1,1.1,9.592400371638025
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.33,1.6,10.713728642470587
HP,2 in 1 Convertible,Windows,Intel,Intel Core i7,Ultra HD,1,1,202.37276851499232,1024,0,0,0,16,1.29,1.8,11.779005892864248
Lenovo,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,117.82653006268643,0,0,16,0,4,1.45,1.6,10.10659164851261
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.95,2.5,10.863125088913648
Acer,Notebook,Windows,Intel,Intel Other,Standard,0,0,135.0942111925629,0,0,128,0,4,1.4,1.6,10.159756354282166
HP,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.48,2.7,11.13952572378185
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Standard,0,0,106.11306214269258,0,1024,0,0,4,2.79,2.5,10.354021624011871
Asus,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,256,0,0,0,8,2.0,2.7,10.973168675291133
HP,Notebook,Windows,Intel,Intel Core i7,Full HD,0,1,100.45466986113651,0,1024,0,0,8,2.1,1.8,10.78020550929046
Acer,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,256,0,0,0,8,2.2,2.7,10.466326711254153
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,4,1.44,1.1,9.652394528314963
Acer,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,6,2.23,2.5,10.283703226390841
Asus,Ultrabook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.7,2.7,10.932034966755952
HP,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,176.23257360658386,256,0,0,0,8,1.26,2.7,11.17226446772756
Dell,Notebook,Windows,Nvidia,Intel Core i7,Ultra HD,1,0,202.37276851499232,1024,0,0,0,32,2.06,2.8,11.853724043748123
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,8,2.7,2.8,11.0648242177762
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.0,2.5,10.824646415807143
Asus,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,256,1024,0,0,8,2.0,2.7,11.171519075412782
Lenovo,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,1.85,2.0,10.082637418164447
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.5,2.8,10.882339852663634
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.48,2.6,11.120771370921736
Dell,Ultrabook,Windows,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,128,1024,0,0,8,1.9,1.6,10.931176536200338
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.84,2.5,11.017858354370803
Asus,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.0,1.1,9.592332123898705
Dell,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.0,1.6,11.016774966214934
Dell,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,500,0,0,4,2.2,1.6,9.592059086354347
Lenovo,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,0,2048,0,0,12,2.2,3.6,10.776870783399007
HP,Notebook,Windows,Nvidia,Intel Core i3,Full HD,0,1,141.21199808219862,0,1024,0,0,8,2.1,2.4,10.549254824049264
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Ultra HD,1,1,202.37276851499232,512,0,0,0,16,1.4,1.8,11.624788791448928
Dell,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.2,1.8,11.34011850054486
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,2048,0,0,16,2.4,2.8,11.004663219607398
HP,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,2,1.44,1.6,9.60683200528524
Dell,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,16,1.88,1.9,11.358293002437652
Asus,2 in 1 Convertible,Windows,Intel,Intel Other,Standard,1,0,135.0942111925629,0,0,32,0,4,1.5,1.1,9.902537101000133
Dell,Ultrabook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,1.9,1.6,10.472374515715389
Dell,Notebook,Windows,Nvidia,Intel Core i7,Ultra HD,1,0,202.37276851499232,512,0,0,0,16,2.06,2.8,11.590090189065279
HP,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.84,2.7,11.148765434678792
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.7,2.8,11.226216252470039
HP,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.6,2.8,11.436217191885564
Toshiba,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,512,0,0,0,16,2.4,2.5,11.22194462422686
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,128,2048,0,0,8,2.02,1.8,10.853812493953187
Lenovo,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.2,1.1,9.750161532583427
Dell,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.65,2.5,10.882339852663634
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,1,0,100.45466986113651,0,2048,0,0,8,2.36,2.5,10.298834982456007
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.36,2.6,11.238909583282263
HP,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,1.86,2.0,10.06010661197771
Asus,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,2.0,2.5,10.82677375892267
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Standard,0,0,106.11306214269258,128,1024,0,0,6,2.8,2.5,10.553440134508799
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,1.86,2.5,10.435497201969248
Lenovo,Notebook,Other/Linux/No,Nvidia,Intel Core i3,Standard,0,0,100.45466986113651,256,0,0,0,8,2.2,2.0,10.188215265161473
HP,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,2048,0,0,8,2.04,1.6,9.939192477156904
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,127.33567457123111,128,1024,0,0,8,2.8,1.6,10.964917050076522
Lenovo,Gaming,Other/Linux/No,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.4,2.5,10.671394278644025
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.33,2.7,10.776870783399007
HP,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.36,2.7,11.442942818102907
Asus,2 in 1 Convertible,Windows,Nvidia,Intel Core i7,Full HD,1,0,141.21199808219862,512,2048,0,0,12,2.26,2.7,10.977738840291302
Acer,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,128,0,0,0,4,2.1,3.0,10.030032093861085
Asus,Gaming,Windows,AMD,AMD,Full HD,0,1,127.33567457123111,256,1024,0,0,16,3.25,3.0,11.671329941704036
Lenovo,Notebook,Windows,AMD,AMD,Standard,0,0,106.11306214269258,128,0,0,0,4,2.6,2.2,10.167964967343314
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,256,0,0,0,8,1.62,1.8,10.742940435685657
HP,Notebook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,256,0,0,0,4,1.91,3.0,10.16792658625751
Lenovo,Netbook,Windows,Intel,Intel Other,Standard,0,1,135.0942111925629,128,0,0,0,4,1.59,1.1,10.290958397272014
Dell,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,500,0,0,4,1.8,1.6,9.708992194810465
Asus,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,4,1.5,1.1,9.63161321028986
Acer,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.4,2.8,10.71610523307224
HP,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,128,1024,0,0,8,3.35,2.8,11.058117790146436
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,128,0,0,0,4,1.85,2.0,9.975761701406148
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.3,2.8,11.387124118407616
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.5,2.5,10.977738840291302
